ranking_id,national_ranking,player_id,year,points
32,,229,2020,0
13,,230,2020,0
24,,231,2020,0
9,,232,2020,0
32,,233,2020,0
24,,234,2020,0
24,,235,2020,0
17,,236,2020,0
22,,237,2020,0
38,,238,2020,0
23,,239,2020,0
44,,240,2020,0
24,,241,2020,0
8,,242,2020,0
44,,243,2020,0
36,,244,2020,0
16,,245,2020,0
24,,246,2020,0
23,,247,2020,0
24,,248,2020,0
21,,249,2020,0
20,,250,2020,0
24,,251,2020,0
20,,252,2020,0
24,,253,2020,0
18,,254,2020,0
40,,255,2020,0
48,,256,2020,0
24,,257,2020,0
21,,258,2020,0
23,,259,2020,0
32,,260,2020,0
32,,261,2020,0
23,,262,2020,0
18,,263,2020,0
9,,264,2020,0
24,,265,2020,0
24,,266,2020,0
20,,267,2020,0
15,,268,2020,0
23,,269,2020,0
22,,270,2020,0
24,,271,2020,0
24,,272,2020,0
14,,273,2020,0
17,,274,2020,0
14,,275,2020,0
19,,276,2020,0
40,,277,2020,0
24,,278,2020,0
23,,279,2020,0
20,,280,2020,0
24,,281,2020,0
23,,282,2020,0
40,,283,2020,0
15,,284,2020,0
23,,285,2020,0
14,,286,2020,0
21,,287,2020,0
23,,288,2020,0
24,,289,2020,0
32,,290,2020,0
15,,291,2020,0
22,,292,2020,0
18,,293,2020,0
22,,294,2020,0
24,,295,2020,0
20,,296,2020,0
46,,297,2020,0
17,,298,2020,0
24,,299,2020,0
20,,300,2020,0
21,,301,2020,0
23,,302,2020,0
23,,303,2020,0
21,,304,2020,0
24,,305,2020,0
17,,306,2020,0
24,,307,2020,0
23,,308,2020,0
24,,309,2020,0
18,,310,2020,0
48,,311,2020,0
24,,312,2020,0
23,,313,2020,0
8,,314,2020,0
48,,315,2020,0
24,,316,2020,0
48,,317,2020,0
32,,318,2020,0
23,,319,2020,0
24,,320,2020,0
40,,321,2020,0
24,,322,2020,0
23,,323,2020,0
40,,324,2020,0
24,,325,2020,0
24,,326,2020,0
24,,327,2020,0
20,,328,2020,0
24,,329,2020,0
46,,330,2020,0
24,,331,2020,0
19,,332,2020,0
23,,333,2020,0
24,,334,2020,0
23,,335,2020,0
23,,336,2020,0
20,,337,2020,0
19,,338,2020,0
23,,339,2020,0
23,,340,2020,0
24,,341,2020,0
16,,342,2020,0
24,,343,2020,0
18,,344,2020,0
24,,345,2020,0
24,,346,2020,0
22,,347,2020,0
22,,348,2020,0
18,,349,2020,0
24,,350,2020,0
12,,351,2020,0
24,,352,2020,0
18,,353,2020,0
24,,354,2020,0
12,,355,2020,0
24,,356,2020,0
24,,357,2020,0
22,,358,2020,0
24,,359,2020,0
16,,360,2020,0
24,,361,2020,0
12,,362,2020,0
21,,363,2020,0
16,,364,2020,0
23,,365,2020,0
22,,366,2020,0
24,,367,2020,0
24,,368,2020,0
24,,369,2020,0
12,,370,2020,0
23,,371,2020,0
21,,372,2020,0
24,,373,2020,0
24,,374,2020,0
22,,375,2020,0
24,,376,2020,0
21,,377,2020,0
21,,378,2020,0
11,,379,2020,0
24,,380,2020,0
23,,381,2020,0
24,,382,2020,0
19,,383,2020,0
19,,384,2020,0
24,,385,2020,0
9,,386,2020,0
23,,387,2020,0
22,,388,2020,0
15,,389,2020,0
24,,390,2020,0
23,,391,2020,0
17,,392,2020,0
23,,393,2020,0
24,,394,2020,0
13,,395,2020,0
19,,396,2020,0
22,,397,2020,0
24,,398,2020,0
24,,399,2020,0
22,,400,2020,0
22,,401,2020,0
24,,402,2020,0
24,,403,2020,0
23,,404,2020,0
23,,405,2020,0
24,,406,2020,0
15,,407,2020,0
14,,408,2020,0
23,,409,2020,0
21,,410,2020,0
23,,411,2020,0
19,,412,2020,0
24,,413,2020,0
24,,414,2020,0
24,,415,2020,0
24,,416,2020,0
24,,417,2020,0
18,,418,2020,0
22,,419,2020,0
21,,420,2020,0
13,,421,2020,0
20,,422,2020,0
12,,423,2020,0
24,,424,2020,0
24,,425,2020,0
22,,426,2020,0
22,,427,2020,0
22,,428,2020,0
24,,429,2020,0
24,,430,2020,0
24,,431,2020,0
24,,432,2020,0
19,,433,2020,0
24,,434,2020,0
12,,435,2020,0
23,,436,2020,0
23,,437,2020,0
24,,438,2020,0
24,,439,2020,0
17,,440,2020,0
24,,441,2020,0
16,,442,2020,0
11,,443,2020,0
24,,444,2020,0
24,,445,2020,0
14,,446,2020,0
24,,447,2020,0
16,,448,2020,0
40,,449,2020,0
48,,450,2020,0
20,,451,2020,0
23,,452,2020,0
23,,453,2020,0
24,,454,2020,0
13,,455,2020,0
24,,456,2020,0
24,,457,2020,0
19,,458,2020,0
19,,459,2020,0
21,,460,2020,0
24,,461,2020,0
24,,462,2020,0
24,,463,2020,0
24,,464,2020,0
18,,465,2020,0
19,,466,2020,0
12,,467,2020,0
24,,468,2020,0
22,,469,2020,0
12,,470,2020,0
24,,471,2020,0
18,,472,2020,0
24,,473,2020,0
24,,474,2020,0
24,,475,2020,0
48,,476,2020,0
24,,477,2020,0
24,,478,2020,0
24,,479,2020,0
24,,480,2020,0
20,,481,2020,0
46,,482,2020,0
24,,483,2020,0
23,,484,2020,0
20,,485,2020,0
48,,486,2020,0
13,,487,2020,0
23,,488,2020,0
40,,489,2020,0
24,,490,2020,0
19,,491,2020,0
22,,492,2020,0
24,,493,2020,0
24,,494,2020,0
24,,495,2020,0
14,,496,2020,0
22,,497,2020,0
24,,498,2020,0
24,,499,2020,0
13,,500,2020,0
24,,501,2020,0
20,,502,2020,0
20,,503,2020,0
15,,504,2020,0
13,,505,2020,0
24,,506,2020,0
20,,507,2020,0
24,,508,2020,0
17,,509,2020,0
24,,510,2020,0
45,,511,2020,0
24,,512,2020,0
24,,513,2020,0
24,,514,2020,0
45,,515,2020,0
40,,516,2020,0
16,,517,2020,0
24,,518,2020,0
10,,519,2020,0
9,,520,2020,0
24,,521,2020,0
24,,522,2020,0
23,,523,2020,0
18,,524,2020,0
19,,525,2020,0
24,,526,2020,0
18,,527,2020,0
21,,528,2020,0
21,,529,2020,0
24,,530,2020,0
24,,531,2020,0
21,,532,2020,0
24,,533,2020,0
24,,534,2020,0
24,,535,2020,0
6,,536,2020,0
24,,537,2020,0
24,,538,2020,0
24,,539,2020,0
14,,540,2020,0
24,,541,2020,0
24,,542,2020,0
24,,543,2020,0
24,,544,2020,0
24,,545,2020,0
21,,546,2020,0
22,,547,2020,0
24,,548,2020,0
19,,549,2020,0
24,,550,2020,0
24,,551,2020,0
24,,552,2020,0
24,,553,2020,0
24,,554,2020,0
19,,555,2020,0
23,,556,2020,0
22,,557,2020,0
24,,558,2020,0
19,,559,2020,0
17,,560,2020,0
23,,561,2020,0
23,,562,2020,0
21,,563,2020,0
24,,564,2020,0
24,,565,2020,0
24,,566,2020,0
24,,567,2020,0
20,,568,2020,0
13,,569,2020,0
14,,570,2020,0
24,,571,2020,0
15,,572,2020,0
11,,573,2020,0
24,,574,2020,0
14,,575,2020,0
40,,576,2020,0
24,,577,2020,0
17,,578,2020,0
24,,579,2020,0
9,,580,2020,0
24,,581,2020,0
24,,582,2020,0
16,,583,2020,0
18,,584,2020,0
24,,585,2020,0
24,,586,2020,0
23,,587,2020,0
22,,588,2020,0
24,,589,2020,0
21,,590,2020,0
15,,591,2020,0
21,,592,2020,0
24,,593,2020,0
14,,594,2020,0
24,,595,2020,0
24,,596,2020,0
23,,597,2020,0
24,,598,2020,0
8,,599,2020,0
24,,600,2020,0
24,,601,2020,0
24,,602,2020,0
12,,603,2020,0
15,,604,2020,0
22,,605,2020,0
24,,606,2020,0
20,,607,2020,0
9,,608,2020,0
24,,609,2020,0
22,,610,2020,0
24,,611,2020,0
24,,612,2020,0
24,,613,2020,0
22,,614,2020,0
47,,615,2020,0
24,,616,2020,0
24,,617,2020,0
24,,618,2020,0
23,,619,2020,0
24,,620,2020,0
24,,621,2020,0
24,,622,2020,0
24,,623,2020,0
24,,624,2020,0
24,,625,2020,0
16,,626,2020,0
24,,627,2020,0
48,,628,2020,0
23,,629,2020,0
22,,630,2020,0
11,,631,2020,0
24,,632,2020,0
24,,633,2020,0
24,,634,2020,0
24,,635,2020,0
13,,636,2020,0
21,,637,2020,0
24,,638,2020,0
24,,639,2020,0
24,,640,2020,0
15,,641,2020,0
23,,642,2020,0
24,,643,2020,0
19,,644,2020,0
24,,645,2020,0
24,,646,2020,0
22,,647,2020,0
23,,648,2020,0
11,,649,2020,0
12,,650,2020,0
15,,651,2020,0
24,,652,2020,0
24,,653,2020,0
15,,654,2020,0
24,,655,2020,0
24,,656,2020,0
40,,657,2020,0
32,,658,2020,0
38,,659,2020,0
38,,660,2020,0
22,,661,2020,0
24,,662,2020,0
22,,663,2020,0
23,,664,2020,0
24,,665,2020,0
24,,666,2020,0
19,,667,2020,0
22,,668,2020,0
12,,669,2020,0
23,,670,2020,0
24,,671,2020,0
18,,672,2020,0
23,,673,2020,0
24,,674,2020,0
24,,675,2020,0
24,,676,2020,0
24,,677,2020,0
22,,678,2020,0
22,,679,2020,0
12,,680,2020,0
20,,681,2020,0
22,,682,2020,0
22,,683,2020,0
21,,684,2020,0
15,,685,2020,0
16,,686,2020,0
20,,687,2020,0
23,,688,2020,0
20,,689,2020,0
15,,690,2020,0
14,,691,2020,0
12,,692,2020,0
17,,693,2020,0
17,,694,2020,0
20,,695,2020,0
22,,696,2020,0
24,,697,2020,0
24,,698,2020,0
23,,699,2020,0
15,,700,2020,0
16,,701,2020,0
18,,702,2020,0
24,,703,2020,0
23,,704,2020,0
22,,705,2020,0
23,,706,2020,0
13,,707,2020,0
21,,708,2020,0
16,,709,2020,0
19,,710,2020,0
22,,711,2020,0
24,,712,2020,0
22,,713,2020,0
24,,714,2020,0
23,,715,2020,0
17,,716,2020,0
20,,717,2020,0
15,,718,2020,0
19,,719,2020,0
20,,720,2020,0
24,,721,2020,0
20,,722,2020,0
22,,723,2020,0
19,,724,2020,0
20,,725,2020,0
24,,726,2020,0
24,,727,2020,0
24,,728,2020,0
24,,729,2020,0
24,,730,2020,0
23,,731,2020,0
23,,732,2020,0
24,,733,2020,0
22,,734,2020,0
23,,735,2020,0
23,,736,2020,0
24,,737,2020,0
16,,738,2020,0
24,,739,2020,0
14,,740,2020,0
22,,741,2020,0
21,,742,2020,0
21,,743,2020,0
17,,744,2020,0
24,,745,2020,0
23,,746,2020,0
23,,747,2020,0
24,,748,2020,0
22,,749,2020,0
22,,750,2020,0
24,,751,2020,0
23,,752,2020,0
22,,753,2020,0
21,,754,2020,0
23,,755,2020,0
24,,756,2020,0
9,,757,2020,0
24,,758,2020,0
18,,759,2020,0
16,,760,2020,0
14,,761,2020,0
19,,762,2020,0
11,,763,2020,0
20,,764,2020,0
14,,765,2020,0
22,,766,2020,0
32,,767,2020,0
14,,768,2020,0
24,,769,2020,0
20,,770,2020,0
12,,771,2020,0
32,,772,2020,0
24,,773,2020,0
23,,774,2020,0
19,,775,2020,0
24,,776,2020,0
23,,777,2020,0
24,,778,2020,0
24,,779,2020,0
13,,780,2020,0
24,,781,2020,0
24,,782,2020,0
10,,783,2020,0
11,,784,2020,0
7,,785,2020,0
24,,786,2020,0
19,,787,2020,0
24,,788,2020,0
22,,789,2020,0
24,,790,2020,0
24,,791,2020,0
24,,792,2020,0
17,,793,2020,0
16,,794,2020,0
24,,795,2020,0
19,,796,2020,0
24,,797,2020,0
24,,798,2020,0
20,,799,2020,0
23,,800,2020,0
13,,801,2020,0
23,,802,2020,0
13,,803,2020,0
16,,804,2020,0
19,,805,2020,0
22,,806,2020,0
24,,807,2020,0
23,,808,2020,0
24,,809,2020,0
20,,810,2020,0
24,,811,2020,0
11,,812,2020,0
20,,813,2020,0
23,,814,2020,0
20,,815,2020,0
24,,816,2020,0
24,,817,2020,0
16,,818,2020,0
19,,819,2020,0
18,,820,2020,0
23,,821,2020,0
16,,822,2020,0
24,,823,2020,0
24,,824,2020,0
31,,825,2020,0
23,,826,2020,0
23,,827,2020,0
16,,828,2020,0
20,,829,2020,0
17,,830,2020,0
23,,831,2020,0
20,,832,2020,0
15,,833,2020,0
27,,834,2020,0
18,,835,2020,0
24,,836,2020,0
15,,837,2020,0
48,,838,2020,0
21,,839,2020,0
24,,840,2020,0
22,,841,2020,0
24,,842,2020,0
24,,843,2020,0
22,,844,2020,0
21,,845,2020,0
22,,846,2020,0
24,,847,2020,0
23,,848,2020,0
24,,849,2020,0
22,,850,2020,0
22,,851,2020,0
9,,852,2020,0
24,,853,2020,0
16,,854,2020,0
48,,855,2020,0
23,,856,2020,0
14,,857,2020,0
24,,858,2020,0
20,,859,2020,0
14,,860,2020,0
24,,861,2020,0
24,,862,2020,0
24,,863,2020,0
24,,864,2020,0
14,,865,2020,0
18,,866,2020,0
16,,867,2020,0
22,,868,2020,0
24,,869,2020,0
24,,870,2020,0
21,,871,2020,0
18,,872,2020,0
10,,873,2020,0
22,,874,2020,0
8,,875,2020,0
22,,876,2020,0
24,,877,2020,0
19,,878,2020,0
17,,879,2020,0
18,,880,2020,0
16,,881,2020,0
19,,882,2020,0
13,,883,2020,0
21,,884,2020,0
23,,885,2020,0
23,,886,2020,0
24,,887,2020,0
13,,888,2020,0
18,,889,2020,0
16,,890,2020,0
24,,891,2020,0
24,,892,2020,0
24,,893,2020,0
23,,894,2020,0
24,,895,2020,0
16,,896,2020,0
15,,897,2020,0
23,,898,2020,0
20,,899,2020,0
18,,900,2020,0
18,,901,2020,0
23,,902,2020,0
14,,903,2020,0
24,,904,2020,0
20,,905,2020,0
19,,906,2020,0
19,,907,2020,0
22,,908,2020,0
48,,909,2020,0
24,,910,2020,0
19,,911,2020,0
15,,912,2020,0
27,,913,2020,0
19,,914,2020,0
11,,915,2020,0
21,,916,2020,0
18,,917,2020,0
24,,918,2020,0
24,,919,2020,0
16,,920,2020,0
22,,921,2020,0
24,,922,2020,0
13,,923,2020,0
24,,924,2020,0
23,,925,2020,0
48,,926,2020,0
24,,927,2020,0
24,,928,2020,0
21,,929,2020,0
48,,930,2020,0
23,,931,2020,0
24,,932,2020,0
24,,933,2020,0
23,,934,2020,0
23,,935,2020,0
24,,936,2020,0
18,,937,2020,0
15,,938,2020,0
20,,939,2020,0
28,,940,2020,0
11,,941,2020,0
22,,942,2020,0
24,,943,2020,0
23,,944,2020,0
17,,945,2020,0
17,,946,2020,0
38,,947,2020,0
24,,948,2020,0
23,,949,2020,0
13,,950,2020,0
24,,951,2020,0
23,,952,2020,0
23,,953,2020,0
24,,954,2020,0
22,,955,2020,0
24,,956,2020,0
24,,957,2020,0
9,,958,2020,0
38,,959,2020,0
24,,960,2020,0
20,,961,2020,0
19,,962,2020,0
18,,963,2020,0
17,,964,2020,0
19,,965,2020,0
18,,966,2020,0
22,,967,2020,0
21,,968,2020,0
24,,969,2020,0
24,,970,2020,0
24,,971,2020,0
24,,972,2020,0
9,,973,2020,0
24,,974,2020,0
24,,975,2020,0
22,,976,2020,0
8,,977,2020,0
24,,978,2020,0
15,,979,2020,0
24,,980,2020,0
21,,981,2020,0
21,,982,2020,0
21,,983,2020,0
22,,984,2020,0
48,,985,2020,0
22,,986,2020,0
24,,987,2020,0
23,,988,2020,0
24,,989,2020,0
23,,990,2020,0
18,,991,2020,0
24,,992,2020,0
18,,993,2020,0
22,,994,2020,0
24,,995,2020,0
24,,996,2020,0
24,,997,2020,0
24,,998,2020,0
18,,999,2020,0
23,,1000,2020,0
24,,1001,2020,0
17,,1002,2020,0
9,,1003,2020,0
22,,1004,2020,0
23,,1005,2020,0
24,,1006,2020,0
11,,1007,2020,0
15,,1008,2020,0
18,,1009,2020,0
11,,1010,2020,0
10,,1011,2020,0
12,,1012,2020,0
16,,1013,2020,0
21,,1014,2020,0
9,,1015,2020,0
23,,1016,2020,0
22,,1017,2020,0
22,,1018,2020,0
23,,1019,2020,0
24,,1020,2020,0
21,,1021,2020,0
24,,1022,2020,0
17,,1023,2020,0
17,,1024,2020,0
24,,1025,2020,0
24,,1026,2020,0
24,,1027,2020,0
20,,1028,2020,0
21,,1029,2020,0
21,,1030,2020,0
24,,1031,2020,0
24,,1032,2020,0
24,,1033,2020,0
24,,1034,2020,0
24,,1035,2020,0
24,,1036,2020,0
24,,1037,2020,0
15,,1038,2020,0
24,,1039,2020,0
24,,1040,2020,0
20,,1041,2020,0
23,,1042,2020,0
23,,1043,2020,0
22,,1044,2020,0
23,,1045,2020,0
23,,1046,2020,0
24,,1047,2020,0
24,,1048,2020,0
24,,1049,2020,0
21,,1050,2020,0
12,,1051,2020,0
24,,1052,2020,0
24,,1053,2020,0
21,,1054,2020,0
24,,1055,2020,0
24,,1056,2020,0
24,,1057,2020,0
33,,1058,2020,0
23,,1059,2020,0
34,,1060,2020,0
20,,1061,2020,0
22,,1062,2020,0
23,,1063,2020,0
40,,1064,2020,0
31,,1065,2020,0
32,,1066,2020,0
23,,1067,2020,0
22,,1068,2020,0
23,,1069,2020,0
24,,1070,2020,0
23,,1071,2020,0
24,,1072,2020,0
22,,1073,2020,0
14,,1074,2020,0
24,,1075,2020,0
23,,1076,2020,0
21,,1077,2020,0
48,,1078,2020,0
45,,1079,2020,0
48,,1080,2020,0
31,,1081,2020,0
32,,1082,2020,0
23,,1083,2020,0
22,,1084,2020,0
12,,1085,2020,0
30,,1086,2020,0
23,,1087,2020,0
3,134,1088,2020,0
46,,1089,2020,0
24,,1090,2020,0
24,,1091,2020,0
23,,1092,2020,0
19,,1093,2020,0
24,,1094,2020,0
38,,1095,2020,0
24,,1096,2020,0
23,,1097,2020,0
7,,1098,2020,0
24,,1099,2020,0
8,,1100,2020,0
17,,1101,2020,0
21,,1102,2020,0
15,,1103,2020,0
24,,1104,2020,0
23,,1105,2020,0
18,,1106,2020,0
3,124,1107,2020,0
9,,1108,2020,0
47,,1109,2020,0
6,,1110,2020,0
30,,1111,2020,0
15,,1112,2020,0
38,,1113,2020,0
24,,1114,2020,0
20,,1115,2020,0
14,,1116,2020,0
12,,1117,2020,0
38,,1118,2020,0
24,,1119,2020,0
8,,1120,2020,0
35,,1121,2020,0
7,,1122,2020,0
10,,1123,2020,0
20,,1124,2020,0
9,,1125,2020,0
7,,1126,2020,0
21,,1127,2020,0
20,,1128,2020,0
24,,1129,2020,0
24,,1130,2020,0
24,,1131,2020,0
10,,1132,2020,0
19,,1133,2020,0
13,,1134,2020,0
10,,1135,2020,0
19,,1136,2020,0
31,,1137,2020,0
23,,1138,2020,0
10,,1139,2020,0
24,,1140,2020,0
24,,1141,2020,0
6,,1142,2020,0
24,,1143,2020,0
20,,1144,2020,0
18,,1145,2020,0
18,,1146,2020,0
40,,1147,2020,0
24,,1148,2020,0
16,,1149,2020,0
24,,1150,2020,0
22,,1151,2020,0
4,263,1152,2020,0
47,,1153,2020,0
38,,1154,2020,0
44,,1155,2020,0
24,,1156,2020,0
43,,1157,2020,0
24,,1158,2020,0
21,,1159,2020,0
18,,1160,2020,0
9,,1161,2020,0
36,,1162,2020,0
32,,1163,2020,0
24,,1164,2020,0
32,,1165,2020,0
44,,1166,2020,0
12,,1167,2020,0
15,,1168,2020,0
32,,1169,2020,0
24,,1170,2020,0
19,,1171,2020,0
43,,1172,2020,0
17,,1173,2020,0
23,,1174,2020,0
31,,1175,2020,0
23,,1176,2020,0
22,,1177,2020,0
23,,1178,2020,0
36,,1179,2020,0
19,,1180,2020,0
48,,1181,2020,0
24,,1182,2020,0
23,,1183,2020,0
10,,1184,2020,0
9,,1185,2020,0
17,,1186,2020,0
45,,1187,2020,0
24,,1188,2020,0
24,,1189,2020,0
19,,1190,2020,0
24,,1191,2020,0
19,,1192,2020,0
32,,1193,2020,0
23,,1194,2020,0
24,,1195,2020,0
23,,1196,2020,0
15,,1197,2020,0
15,,1198,2020,0
14,,1199,2020,0
24,,1200,2020,0
11,,1201,2020,0
7,,1202,2020,0
7,,1203,2020,0
9,,1204,2020,0
24,,1205,2020,0
11,,1206,2020,0
21,,1207,2020,0
23,,1208,2020,0
24,,1209,2020,0
24,,1210,2020,0
3,78 2,1211,2020,0
48,,1212,2020,0
24,,1213,2020,0
24,,1214,2020,0
32,,1215,2020,0
17,,1216,2020,0
16,,1217,2020,0
48,,1218,2020,0
24,,1219,2020,0
22,,1220,2020,0
23,,1221,2020,0
46,,1222,2020,0
18,,1223,2020,0
23,,1224,2020,0
37,,1225,2020,0
11,,1226,2020,0
21,,1227,2020,0
45,,1228,2020,0
19,,1229,2020,0
44,,1230,2020,0
24,,1231,2020,0
33,,1232,2020,0
8,,1233,2020,0
24,,1234,2020,0
7,,1235,2020,0
22,,1236,2020,0
14,,1237,2020,0
6,,1238,2020,0
9,,1239,2020,0
27,,1240,2020,0
35,,1241,2020,0
32,,1242,2020,0
22,,1243,2020,0
35,,1244,2020,0
14,,1245,2020,0
18,,1246,2020,0
17,,1247,2020,0
9,,1248,2020,0
10,,1249,2020,0
18,,1250,2020,0
24,,1251,2020,0
38,,1252,2020,0
24,,1253,2020,0
24,,1254,2020,0
8,,1255,2020,0
7,,1256,2020,0
15,,1257,2020,0
24,,1258,2020,0
24,,1259,2020,0
32,,1260,2020,0
18,,1261,2020,0
32,,1262,2020,0
11,,1263,2020,0
24,,1264,2020,0
32,,1265,2020,0
48,,1266,2020,0
21,,1267,2020,0
23,,1268,2020,0
38,,1269,2020,0
22,,1270,2020,0
32,,1271,2020,0
22,,1272,2020,0
24,,1273,2020,0
46,,1274,2020,0
4,236,1275,2020,0
17,,1276,2020,0
22,,1277,2020,0
15,,1278,2020,0
17,,1279,2020,0
24,,1280,2020,0
5,,1281,2020,0
23,,1282,2020,0
13,,1283,2020,0
24,,1284,2020,0
22,,1285,2020,0
12,,1286,2020,0
22,,1287,2020,0
38,,1288,2020,0
32,,1289,2020,0
8,,1290,2020,0
10,,1291,2020,0
22,,1292,2020,0
34,,1293,2020,0
4,283,1294,2020,0
42,,1295,2020,0
23,,1296,2020,0
10,,1297,2020,0
16,,1298,2020,0
21,,1299,2020,0
18,,1300,2020,0
24,,1301,2020,0
24,,1302,2020,0
24,,1303,2020,0
19,,1304,2020,0
18,,1305,2020,0
24,,1306,2020,0
24,,1307,2020,0
15,,1308,2020,0
23,,1309,2020,0
31,,1310,2020,0
39,,1311,2020,0
28,,1312,2020,0
21,,1313,2020,0
13,,1314,2020,0
23,,1315,2020,0
14,,1316,2020,0
24,,1317,2020,0
24,,1318,2020,0
6,,1319,2020,0
4,308 2,1320,2020,0
21,,1321,2020,0
20,,1322,2020,0
24,,1323,2020,0
24,,1324,2020,0
46,,1325,2020,0
13,,1326,2020,0
23,,1327,2020,0
24,,1328,2020,0
23,,1329,2020,0
39,,1330,2020,0
22,,1331,2020,0
24,,1332,2020,0
24,,1333,2020,0
46,,1334,2020,0
7,,1335,2020,0
18,,1336,2020,0
32,,1337,2020,0
32,,1338,2020,0
23,,1339,2020,0
22,,1340,2020,0
24,,1341,2020,0
24,,1342,2020,0
32,,1343,2020,0
22,,1344,2020,0
29,,1345,2020,0
19,,1346,2020,0
32,,1347,2020,0
22,,1348,2020,0
24,,1349,2020,0
5,360,1350,2020,0
24,,1351,2020,0
24,,1352,2020,0
22,,1353,2020,0
11,,1354,2020,0
11,,1355,2020,0
13,,1356,2020,0
32,,1357,2020,0
16,,1358,2020,0
